account_age_days,reservation_count,cancellation_ratio,expired_ratio,avg_overstay_minutes,total_overstays,avg_hours_between_reservations,booking_hour,booking_weekday,is_anomaly
496,10,0.03893605827573747,0.12262084484980128,3.7973743377428435,0,51.780354391530054,11,0,0
711,14,0.179284553268651,0.04851078862816048,7.618283881520486,0,41.43164255189972,15,3,0
1600,4,0.03916364699740028,0.16073329312418363,3.141727309170894,2,122.32032553153988,10,2,0
466,7,0.03226919765142395,0.1435729926215641,6.512502397473567,2,70.0910328327697,11,2,0
856,6,0.1559972027048423,0.18285006862781122,10.991865492909895,2,133.59080212541718,8,1,0
132,2,0.06561650889846814,0.1599584153497545,3.3584778348975943,1,157.08788536627372,21,0,0
20,19,0.6742124144018219,0.1941218599203271,15.83593269608642,3,0.47434904122913013,19,0,1
487,17,0.2400381372539592,0.08126479047709986,2.7194742516805377,2,87.21972021725783,17,0,0
303,18,0.23975343088139794,0.03163567722292535,2.508476625238403,0,41.81809884642839,11,1,0
286,14,0.21447447500305367,0.15008689400736785,78.30687743302072,13,42.37190612861831,16,4,1
1586,6,0.10504936940097662,0.012264953551480336,6.220120875877736,1,106.8985760789079,19,1,0
1474,1,0.03650088269545456,0.13042721417201572,10.972954621265469,0,166.3456450700756,12,6,0
106,9,0.21632983169609016,0.2729288286871196,5.239952061781401,1,118.23113815413849,12,3,0
21,17,0.6366964556585037,0.27918482359133684,3.669487608826171,2,0.28859458619996614,7,4,1
342,1,0.11287872494480347,0.10379513917575349,7.245490036804843,2,149.7171179243723,21,0,0
245,12,0.3425315891523299,0.03983697690544293,43.97638856444556,9,43.835237845194676,10,6,1
1342,18,0.06346369883802765,0.07881624274468106,3.3556189971052652,2,77.97985505717459,12,0,0
837,6,0.11607423310602635,0.20094052017286612,2.693469153056905,0,90.06659412630117,10,5,0
549,14,0.20184699684809676,0.2295506054093835,7.751224797713489,1,102.48042588225532,20,1,0
1157,19,0.16260242900809996,0.020883051154201866,1.0451487054932782,2,188.05249753262686,21,5,0
400,15,0.07907191231641643,0.12753545471953964,4.710895664678468,2,95.09328109778984,8,2,0
52,15,0.6489357918831362,0.5216535998228894,0.10971556616179691,2,1.6573276946371278,11,6,1
55,13,0.11111650679817964,0.09041874653993359,13.109318527002054,0,146.27162618297396,21,5,0
509,4,0.06909160177536519,0.021697571099085763,4.046994573916506,2,97.57461079976952,17,1,0
1726,7,0.1292733957633224,0.09593843042941624,3.7883689344618072,2,33.186533874851335,8,5,0
1043,8,0.01903358376910917,0.008470813893787505,5.936157613035942,1,71.95378085142912,11,2,0
768,12,0.18708209692027222,0.18357317897846584,2.2087999568577428,2,94.8276050291132,10,6,0
861,5,0.32135552401022377,0.12598951228548258,4.610179859383513,0,48.4028703061274,14,4,0
779,5,0.16326650304718973,0.40211142901766217,13.745200039261505,0,53.862362366786904,11,1,0
192,14,0.500564348353359,0.1230822192492873,86.09640567353966,13,69.42910021501001,19,3,1
38,19,0.40934811416074723,0.5449486427613471,7.434773492497088,0,1.4365533595400397,22,0,1
52,12,0.15167063038076428,0.08487031096697546,76.65185290023825,13,43.021938466254696,15,1,1
38,16,0.8179000765532964,0.36370386177736913,2.9587360807807683,0,1.1376024204582897,21,0,1
82,13,0.23790638701208985,0.0190375236681745,111.53603466751125,8,24.05306266897377,16,0,1
1454,14,0.02374101610812886,0.07098800777077886,0.13695428303675503,2,125.03852164705103,15,0,0
1252,11,0.0708518578470669,0.028466678261753194,10.365573843105617,1,35.79467568046131,15,6,0
797,7,0.40995398445611003,0.2333218998282426,15.691000562588657,0,55.19018376979285,9,4,0
374,19,0.2089184678466171,0.328117977775409,46.26283756176426,13,58.21978545897608,11,2,1
1292,7,0.18230371113579733,0.2834202558210077,4.475283072077132,2,59.58801347925389,13,2,0
1635,19,0.3013396034846905,0.05199745843601826,8.290321804188508,0,91.89522477430948,19,2,0
1323,4,0.15136767493071432,0.15711578216905708,1.355069725290086,2,58.04524872212965,7,5,0
459,15,0.24140900789651532,0.030499091696295555,13.856218617022185,2,97.98376776337265,16,5,0
1000,13,0.10061533721887457,0.08093638105924073,14.074586514996362,1,81.61435231012365,16,2,0
1300,1,0.23936918311924732,0.037563219101508234,3.341561560534854,0,117.52875840053909,19,2,0
521,15,0.18218406303959955,0.02190071954250469,2.299746935156501,2,73.78468237571593,11,6,0
1075,6,0.09336821602430402,0.11242439646721819,6.5449851248918325,1,112.56483290711088,16,5,0
176,8,0.3788286540162678,0.04103157147783823,7.203369162492554,2,138.89683163374974,11,2,0
227,15,0.24261258293126017,0.03236346432763256,2.9725673950323337,1,140.79988622673935,20,0,0
600,1,0.38938841913101424,0.28621327504890276,5.264350042136582,1,91.52659111832568,17,0,0
603,14,0.4233216401942345,0.1563997952097057,7.3064370986073435,0,120.3020395609303,13,6,0
33,19,0.4387338442971871,0.607890650472289,3.420537954440357,3,0.22864517606689602,11,4,1
168,17,0.47695383796998775,0.4130332043565837,0.4171043582544965,1,11.180370402142923,19,0,1
592,9,0.2695323418535897,0.013239545624293568,3.2616421914244893,0,160.0169814798619,10,6,0
1542,11,0.1330288324090651,0.08092753877144893,4.754267382989617,2,106.79996554830674,14,1,0
1517,1,0.0672836864776479,0.06004580151355174,6.6712726602849415,0,80.60451528774419,15,3,0
1055,6,0.12245132005575907,0.10990751788620243,3.3291720454345053,1,141.26656229024675,15,4,0
512,15,0.27002409206521916,0.05122703385619051,74.63893822498696,13,53.67553911866574,10,3,1
942,15,0.10574892079529728,0.012354355537766946,5.529199427193965,0,52.205339844648734,9,0,0
993,2,0.08702601911691747,0.1176624436043995,3.6872304605600172,2,97.1475783495047,11,5,0
8,15,0.8129131737187684,0.17113581910676962,0.04864386429848913,3,0.8080369482031579,16,1,1
62,16,0.6587100231119343,0.537338659147558,2.104415423060808,1,12.57800194955381,19,0,1
1752,9,0.167315267644633,0.17204394307933554,2.9915731698915202,1,229.10550474754572,12,2,0
505,3,0.0665729700457484,0.14853698785033462,6.063175932386681,2,87.32203808481835,16,0,0
614,10,0.043832220521025776,0.0001994948009560723,6.276973043892705,1,140.91033932777802,7,2,0
384,11,0.10742343157035496,0.05600130578340411,48.92440206777082,13,7.955783112402468,21,5,1
1531,14,0.3087569762939278,0.06491101717992458,3.06552594630824,0,104.43877132661444,21,2,0
370,3,0.1338519022851481,0.017765068633583157,2.3818702273087435,1,71.52206459060903,9,0,0
32,4,0.0645497041287023,0.01060738525815217,2.281547927318796,2,164.43728658503147,15,0,0
445,17,0.025909012287847782,0.10365525556902447,8.585114592019172,1,249.25343933170166,12,2,0
755,12,0.05707275517261286,0.06440333653846021,5.576275201518652,2,119.32315140176206,15,3,0
1008,15,0.10289841899215768,0.2110654501681688,5.290581144937809,0,118.39339928492134,8,3,0
29,15,0.5572185043264068,0.22025519543579666,3.7881023181597917,0,1.2852987013745347,20,1,1
1280,14,0.16885376827005727,0.08047259385080081,2.2228667899453685,0,70.08391170817036,15,1,0
1224,4,0.2048838449917967,0.024268154976799614,7.961935089851442,1,89.44443115796466,18,4,0
62,8,0.17187973917127056,0.1451144380464129,1.076590767487306,2,145.76281231145612,20,0,0
1334,14,0.5271718428622616,0.0966113633631782,0.355849359044187,0,56.60985941483818,21,3,0
571,11,0.19001067718502831,0.21442404529049944,29.022208721637135,12,22.857047697078087,19,4,1
879,19,0.08031994698226097,0.20532815447603978,1.9276906243938514,2,56.625629705075006,18,0,0
16,16,0.6315679183279473,0.4708365355259436,4.057440239335742,3,0.6059718172200635,16,6,1
473,11,0.1368186610489655,0.07095291733862619,3.0896036108050486,1,80.87159062922852,17,1,0
252,9,0.014721848877812737,0.03829482910859833,10.127882242407606,1,67.56707861092687,17,0,0
546,3,0.20409807016683781,0.10810097884578725,3.7469885735860036,2,100.102458601891,12,5,0
484,11,0.22534897840054,0.00045349593777631677,54.66034147962821,13,57.454981770408494,14,3,1
1182,9,0.055746270932563236,0.0890174557106834,4.138421311745564,0,62.20184145059986,9,4,0
173,5,0.3272315966253275,0.2694737203055567,3.3987894615301073,0,124.38701372765442,19,3,0
700,3,0.10669120223117352,0.1829658094940664,11.885574432447328,0,98.53086480464974,9,5,0
312,15,0.0668279350083988,0.03702208308560896,52.91173612830153,14,60.497782554626866,19,1,1
463,4,0.2859096050766024,0.021361816742964695,3.270836527142088,0,56.978419598015016,15,5,0
1358,11,0.125561415397463,0.09270353235570734,10.8296561193685,1,66.44642514703249,20,0,0
598,16,0.3889009540346964,0.08515432886362524,18.69857760010457,0,25.37335466146153,20,1,0
1238,2,0.2657663131945483,0.10895930284406792,2.662345974061603,1,131.00195098408022,13,1,0
849,10,0.16288443855530757,0.2722398666872219,11.612278980903149,1,62.305255463578035,8,1,0
1089,4,0.1784057466152282,0.03762307414730441,2.2468582369624417,2,37.14175626234802,13,5,0
113,14,0.608510861526021,0.8688450673328474,6.3406751232161085,0,8.13282349557111,22,6,1
1407,4,0.046324922647808936,0.012003931275180646,11.437057120706553,0,118.77622374587675,21,1,0
1528,9,0.08682521280667753,0.13747624763192745,2.189783376849131,2,43.27110624057306,19,2,0
1445,19,0.02724386124575776,0.11313238377477473,11.525960029994552,2,49.96400497157743,9,2,0
1214,11,0.3182889859997179,0.09081219957686255,1.6297765382358294,2,93.44944298145451,17,4,0
904,17,0.01242784294470511,0.0464898627579965,3.324085084832161,1,58.33123290519228,13,4,0
1229,15,0.14198554393486748,0.02313262786647083,0.8951617060640603,0,40.498572682134295,11,0,0
1091,17,0.19107790589650034,0.07905180485967596,7.7159670215762794,2,93.34411233023445,12,2,0
834,4,0.1228905408067087,0.1082814559654168,2.927303134152548,2,80.96163785918564,15,4,0
149,18,0.36644012137433163,0.19767122710468554,0.235240755556952,0,1.6894876349637602,7,5,1
1048,15,0.11113636935749995,0.04138941253982021,3.1080938104051423,2,154.4036541052699,16,4,0
632,9,0.08373660702817767,0.03650384951430733,3.947441630009941,2,119.35976973996259,9,2,0
797,11,0.2135015823058773,0.10495817619620124,7.88166725625668,1,95.52878653364525,13,1,0
1402,13,0.10305181520441058,0.0074127802316506335,1.8030517172072593,0,173.97250149467425,15,2,0
1137,2,0.31542487571312156,0.34866188436750883,10.041612915890322,1,93.89927861477705,16,0,0
224,10,0.4119560235031921,0.5279874502935128,0.12616929606580574,2,27.230264889487792,7,6,1
786,4,0.04662473210383246,0.03558680434394019,0.5493629738651913,0,81.329559657189,7,1,0
1169,11,0.21970707391382632,0.05811306360887189,10.089518633865799,2,60.60635718123795,15,3,0
33,18,0.8266398515316075,0.521308939004436,0.26624490529688966,2,1.2713409222995604,7,1,1
1627,18,0.2623193563102691,0.06992079292964652,3.3691807209584077,0,95.40330738178343,19,6,0
32,19,0.8090004133776736,0.6322353692381667,6.3372085201448005,3,0.10514816521617815,11,0,1
856,19,0.21876452152513481,0.05472571422163196,2.4901936288884534,0,74.41750438738792,7,4,0
1148,17,0.294380402085335,0.01219841885048885,5.780292201654089,2,69.27159852978268,12,5,0
298,17,0.059888653456357945,0.0031264516771874256,3.8290990641476057,2,131.96899428450132,14,3,0
643,9,0.10486636607448116,0.0308771851078861,7.838282803042082,0,48.07033025574984,8,6,0
63,6,0.2805959274838732,0.10756362092075687,5.569417813739356,0,176.51928694167543,19,4,0
937,14,0.2735010215823197,0.005092592031430055,14.134534418529682,1,50.60666100954571,15,4,0
1270,12,0.12821096362475154,0.15008075505018445,2.974897935466451,2,249.92951651299222,13,0,0
1606,9,0.3830479715350533,0.03765424613342726,19.55424005330564,2,78.52888172946348,17,1,0
835,1,0.2572574080884359,0.10210312626441928,12.331072787340117,0,90.39869942817127,18,3,0
1161,2,0.01950168138189848,0.16903287565907182,0.751749135095463,0,72.10219159174636,13,2,0
1033,15,0.04498572966072164,0.348336898673072,4.387764105152755,1,45.64367848516276,20,2,0
1009,16,0.15915728795657103,0.06621397964033171,0.529168636459146,2,70.51903106714457,14,2,0
365,7,0.08805628779662968,0.056922585684145384,9.619200672645182,1,178.48203976896934,10,0,0
273,1,0.2389730358435019,0.2836521950653706,9.373408878621946,0,87.63333501923354,15,5,0
374,5,0.12731433107798704,0.009929372983287426,2.6010186741927614,2,20.43625365315854,19,0,0
742,6,0.487361050109598,0.07469762622761686,8.649574386910565,0,98.83409762127835,17,4,0
1074,5,0.1940316732580742,0.02166835273880788,11.421816377269309,1,73.98188639356579,14,2,0
81,6,0.5774357149132424,0.518211452282008,4.380280898574373,1,43.22730108178579,20,3,1
806,8,0.06475432929862554,0.2262381788532571,11.208289094298904,0,91.43765497454854,13,2,0
1540,5,0.10366301914169765,0.03336917463118049,1.4371305348978447,1,166.39540799020716,17,2,0
292,1,0.139550518573569,0.014438883392388125,2.8432635693314547,1,112.61567431770617,16,2,0
278,5,0.28455729658222206,0.2997876227910422,6.509717305146061,0,39.793299286283464,8,3,0
333,16,0.17475459505219382,0.18074272484440154,1.7765507232718838,2,151.70681121903965,16,1,0
218,16,0.030986237273406384,0.03761982979734031,7.2243266285753265,1,49.25221889860589,9,2,0
25,19,0.7371522951675258,0.31100943762804206,0.2906101547554722,2,1.161377088769088,10,5,1
1748,10,0.1574142128148538,0.015097755012689798,12.316956804439435,1,120.06088483673159,13,5,0
974,7,0.2352771427757598,0.20177689516555902,6.157060208718031,1,60.88823540160176,7,1,0
215,9,0.04583712328775838,0.04067382915054165,5.4971446516464075,0,128.4038327833508,10,2,0
503,16,0.10585583900054267,0.08295511508007526,0.31977746813600066,2,131.01309455391302,12,4,0
973,5,0.10340373863817022,0.08881863224512966,6.733487022611913,1,63.97989063018349,11,2,0
51,12,0.7204184117896633,0.48297199998936235,0.9963785926734987,2,15.651061154702345,2,1,1
1179,19,0.14954248922856617,0.005954308400485166,5.714134208382926,2,89.30896818013827,17,0,0
321,19,0.2559135678056901,0.19153161325716556,15.801110920963412,2,80.63522609126096,7,1,0
905,2,0.3290043574820042,0.10621922191924987,3.0990313646599468,1,114.0280643114604,17,6,0
481,11,0.15242163489138874,0.006804289606568044,74.24066857050575,7,32.072903116161505,8,6,1
881,11,0.2397632707032329,0.20882597560160499,8.26421805106125,2,205.12490713520108,15,3,0
48,17,0.5081429795873855,0.2627230696521467,7.001033030785514,3,0.6917536557308752,14,4,1
258,11,0.26692780666459,0.18074974143728503,0.9021945578409036,0,89.55783637709666,15,1,0
114,5,0.048410646423891576,0.07509264036204424,5.036700974439814,2,35.496196347384426,21,1,0
1150,3,0.23287005443252834,0.10674716001901277,7.384868544732315,0,101.06644009648015,8,2,0
176,9,0.5148862167645619,0.8252130531463426,6.257428915232613,1,6.138327199701833,6,4,1
12,15,0.5821138855521321,0.5468191471499348,4.917682152369348,0,1.6607643140960053,17,1,1
38,11,0.07925111357702544,0.09442211092179299,0.8586462501949476,2,193.9570410602113,15,5,0
539,15,0.18900251646599014,0.08291228234301697,108.24585284480277,8,16.703617063905124,15,1,1
977,15,0.19354052417808743,0.0500251922810995,7.184166935827955,0,34.693205212727136,10,5,0
1523,5,0.02376646542585697,0.02091379171048549,2.122635793680695,0,64.56815888956208,7,0,0
1148,19,0.1683204834820001,0.02082107045953416,1.568047848160373,1,122.24407103719996,9,0,0
254,16,0.45954367707528426,0.8311814141676231,6.226820794301629,0,10.73279037176362,18,6,1
320,1,0.11587267611485186,0.0996233552156568,11.09189246548606,1,96.53602372377338,8,4,0
986,18,0.14674131853064215,0.10399141356796027,3.524643499225463,1,164.61782968972057,9,0,0
1213,12,0.016532123534386316,0.06478771239681932,20.31768801402638,1,94.13235606943209,15,2,0
36,19,0.7143351358361495,0.4942006299351721,1.2850657631862297,3,0.8153764617806865,8,1,1
1782,1,0.10680364620833717,0.020784668224181985,4.964361779747045,1,164.0613615079839,19,2,0
274,9,0.05889981183354666,0.0798360873617479,12.023058768197412,0,170.5966033141871,18,4,0
106,7,0.07801946616267878,0.04381527645617572,6.309441631188678,1,50.14668936077169,7,2,0
743,1,0.09899683325284454,0.059670175946023314,3.8775633022550076,2,133.7862192643936,14,1,0
564,18,0.18577097479698054,0.1909843653245909,5.151930072647587,0,103.29720257571572,12,5,0
87,15,0.11382463828082179,0.04854351027996479,4.811342391476583,0,63.402812616808745,13,3,0
192,12,0.5359095896436604,0.5278036159493982,0.7704905778769553,2,74.94693267466079,23,1,1
542,7,0.08020828145241142,0.08214214404348019,4.0503174311620205,1,148.57201259315744,20,1,0
993,2,0.2507252079063633,0.059882934493520924,4.020297095947095,0,165.1432997497795,7,6,0
1171,14,0.024356959090840076,0.07320539795193517,12.570895517923667,2,72.48377527297183,21,1,0
98,11,0.20131323910450857,0.034292885663200635,127.70693985232833,14,29.675770589653254,14,5,1
1661,14,0.0852651096097362,0.10824375273431908,2.217649019990949,1,66.59870424412462,16,2,0
1658,7,0.15141949606135305,0.06517761306132037,8.266570828930185,2,155.2534065547614,8,3,0
1655,3,0.04700132341911148,0.25740274513177624,8.406982123521988,0,145.23480217400152,16,2,0
1424,5,0.21202512235493337,0.01441855192265533,6.1288022897278704,0,75.22662728683272,7,2,0
158,18,0.7636813051416953,0.5629607362917266,1.5502477520384546,0,11.374185940679489,6,4,1
863,8,0.172260843516377,0.16523762448451093,8.006423210868698,1,34.58183901981113,10,2,0
189,5,0.0932391004052752,0.16224893793753653,4.983871272990461,0,67.31632500644989,17,3,0
1633,19,0.16839648663950027,0.009400004841669226,9.943605162854686,0,22.052935523667607,19,6,0
1686,17,0.001878824829561262,0.31619963291894787,5.450951406172814,2,104.5292214429935,8,4,0
138,12,0.05506131851951857,0.216900185135822,0.7886835436692927,2,165.6205184123463,15,4,0
797,6,0.02753465983459026,0.030425540172382675,1.2624091721764923,0,67.42101381999797,13,2,0
1534,7,0.06424902965673414,0.01813066820226217,16.13247212585725,2,23.17966696531184,13,5,0
620,10,0.057302530872435135,0.1701264347964727,3.4817180702352077,2,47.746417938960704,14,3,0
1380,19,0.033242390494825594,0.1024904615600337,4.177070792017194,2,184.26791983514985,15,4,0
19,19,0.7346304471623977,0.5393044286369663,4.622909746792016,3,0.38357272250785057,2,2,1
692,12,0.18928097950115944,0.016213854293912755,2.8298084436252937,0,93.55518175123699,16,4,0
1247,18,0.08144483354476344,0.10295097008789032,4.786631567335633,0,100.71809665009428,18,3,0
437,12,0.37966281414208797,0.06508228906412877,0.861736536621639,2,73.46836885838646,21,1,0
1130,10,0.2623201838308391,0.024044726318172283,1.9945717463240689,1,26.35078702210459,7,2,0
758,11,0.04774467206266632,0.09849922118901891,4.558980703433679,1,43.85581638388261,7,1,0
1239,6,0.026631268237891133,0.0072648317971320256,5.2131307624216685,0,196.54591100003591,20,2,0
247,15,0.2130358609626417,0.05889436811949891,10.96892781816389,1,69.9233655897355,16,5,0
342,1,0.3353963079280696,0.0841467910085231,5.091043039141907,2,37.860620364435746,19,0,0
68,3,0.20272235230581923,0.07567305787299748,0.7897886317053456,0,121.75368798511758,11,3,0
583,13,0.11019963947103743,0.057134486877687136,15.708803166316516,1,100.27471156218569,18,4,0
735,19,0.13889333756384137,0.09041198186350168,0.19363276720425016,0,96.86521835016494,15,4,0
1616,16,0.15302686436668078,0.0643535094902981,3.241080798237227,0,55.69942140523396,14,2,0
249,10,0.08541338909532288,0.32151798910264173,4.171292336622245,0,99.53493983990789,15,0,0
522,11,0.12231968439737631,0.020111747650387465,74.6813083446593,13,109.39557614872672,7,4,1
1529,17,0.24942341741163931,0.02407063500097668,6.20331207897795,0,81.17858799445477,12,2,0
1087,14,0.046452727602781685,0.039556479059660185,16.31701293327529,1,62.953881817209066,12,3,0
1396,15,0.1803398450305135,0.15489312908737576,7.546589452764017,1,134.09403624418732,8,6,0
255,17,0.1581345289830978,0.20458629829046399,4.013473353924693,0,86.84561714987993,21,2,0
1052,4,0.0528378968689388,0.25140250097859457,4.188625589228188,2,54.30209007626553,9,3,0
1032,13,0.14913924890432503,0.1110543810773238,6.65845612915312,0,73.7641684740087,14,1,0
145,14,0.30745344558262255,0.2510716122204606,6.048853945866575,0,123.81446869974825,20,6,0
537,7,0.2758473309787499,0.030034997886901595,2.488246729950287,2,54.62343557833811,13,2,0
733,8,0.20848721096868186,0.058228343834513446,3.266503992622382,0,149.7589784859969,9,0,0
254,18,0.6257509851400181,0.1914981922802322,1.5605064524047119,0,18.28378924221169,8,3,1
1144,7,0.05225270817428423,0.14587982837477176,8.143800127567753,0,93.78751935407244,14,4,0
745,6,0.09978523999932401,0.00967305301259507,18.990295117691936,0,135.65580148160382,13,5,0
753,15,0.02536919125314294,0.16935839209280185,5.7457867877744695,1,86.43660033504106,7,5,0
1191,4,0.2130750785106056,0.042975942576877924,0.472668149894395,2,136.1385700068206,19,5,0
1232,3,0.31833861650085266,0.11895318358963936,1.9868420734840306,0,66.49786450794822,21,1,0
1778,3,0.06893818671744296,0.005535616606169362,7.793086472305363,2,73.24043879296559,15,1,0
110,11,0.16679752067635986,0.023459807288564446,138.98486337447486,5,5.067073209813549,9,0,1
774,3,0.09794639014224255,0.06375177430370593,8.641907662173294,1,53.07541849609591,13,3,0
1459,14,0.18242084476368448,0.2328962495999235,0.2364461514448112,2,34.37283882474543,18,1,0
1375,18,0.11345572840799041,0.04084456588404483,2.107418578356372,1,191.83297289442478,15,1,0
840,12,0.050504149796564535,0.2516873747681397,5.040246026343904,2,45.99295877301632,21,5,0
1492,14,0.08480369367169614,0.23096210777726991,4.896019401291995,0,94.23638901189838,21,0,0
190,18,0.019942193462292875,0.133228374890526,4.930071142799697,2,42.659497682907705,17,5,0
991,13,0.04042599355535411,0.11656370283918259,1.6776897061231317,1,57.71279175497725,13,4,0
9,9,0.38197434782491335,0.6045626503562663,0.45824833498350215,0,27.451960600585004,5,0,1
1479,7,0.1296323086919232,0.03561883468806351,5.803565596122162,2,137.352498813303,15,0,0
1359,5,0.09678543346790262,0.22491744435297714,5.486397591685744,2,142.21961108112362,14,0,0
174,16,0.08680006670810862,0.0572529056948227,120.15050369656392,8,37.35146708595727,18,5,1
1208,5,0.3795636565828772,0.16666163395340927,5.098405314845716,2,97.43447011337388,17,3,0
318,15,0.13802513789894455,0.06670249035811317,59.069797803948504,7,62.232142345616424,10,4,1
1460,16,0.14254405671261555,0.062486556490308785,17.04896589118929,2,85.23143523551546,7,6,0
383,1,0.2886175869798143,0.292389554119137,3.6764258824852254,1,103.86383054844109,12,0,0
1516,6,0.32163374720534854,0.05808802407276311,7.2993722608638,0,45.318487611882745,13,6,0
318,14,0.07196089907445079,0.1652926811433413,4.011743916614596,1,54.45065949660933,16,2,0
533,12,0.1139027824382475,0.0450184621446934,19.311533996394836,2,92.54172090681485,12,3,0
479,17,0.31419420282622557,0.028413660557145382,56.00772774123436,8,41.51643341741904,16,2,1
689,15,0.07454391267843544,0.04135230205777359,10.248933778425974,0,183.37673566823554,13,2,0
761,4,0.12555665920035003,0.08786085607734255,2.5252381991897264,2,70.5643404190875,20,6,0
1627,11,0.20196839706922212,0.1376307177486773,10.350267340789987,1,112.55364796126295,13,5,0
1204,1,0.186406256611301,0.013230381291995106,1.1739212678384336,1,99.2400382042021,16,3,0
526,6,0.17492566749894464,0.02063944030421591,6.631531906753029,1,108.56732638053089,16,3,0
267,11,0.024507571409910393,0.058065212684781334,9.149751999234281,1,189.6567344711568,8,6,0
1337,1,0.07075998770584387,0.37243005342381996,6.244112384256382,2,96.54346980765735,10,6,0
1526,3,0.16166326522419694,0.03183115631531946,6.053952298706696,1,178.1328916746299,8,2,0
597,2,0.035184370231246744,0.012769723959819118,3.871835506246764,1,48.93887142334581,7,6,0
262,9,0.17259834069345287,0.2989112461544493,3.0142835162107473,1,114.87173799349753,12,0,0
1015,4,0.05142514667138804,0.09910435088870892,8.68465505667265,1,52.62175203894354,17,3,0
1632,4,0.11048008767150111,0.06070339322444528,2.900704996170693,0,40.506215899071805,16,3,0
1121,15,0.07770589722092287,0.19871461657907916,1.3626144587463855,0,151.20227332294454,8,6,0
500,11,0.24079169387813246,0.16258895579828644,6.555579894049769,1,40.23330049547032,18,6,0
1328,19,0.08490914789695514,0.22247646696663798,4.378435738281994,1,60.695189946311956,19,0,0
187,14,0.04652202270968557,0.04255851135408038,0.4091117713040545,1,62.73985238302369,14,0,0
221,14,0.723433821676014,0.48030704378447353,2.299750012530689,2,15.080243258718404,11,2,1
18,18,0.7446644908431035,0.3583642892329643,3.21334130010276,3,0.1783207203729399,8,4,1
593,14,0.1898537538123334,0.2723446535261608,6.271480480499205,1,30.826234749628306,15,3,0
1269,7,0.23858460751742447,0.18125409183279975,4.349121476377608,0,164.59929151153065,10,6,0
1304,13,0.10797155049299147,0.07840021100376147,2.2144119413867025,1,88.3025644813133,9,2,0
1656,3,0.129039323833394,0.10632867951386225,1.5366880557659597,1,89.84863741493307,21,3,0
949,12,0.021082577492075264,0.09193750350306552,5.86538705504472,0,28.58735745640236,16,5,0
1047,2,0.2423929445787455,0.10011067125046072,1.5640843229146761,0,27.748368769575563,21,4,0
1696,6,0.1832723676814202,0.07813422047880235,0.2688335204544673,1,93.57792843144638,19,3,0
970,8,0.14799735223808924,0.045025721268709816,1.6594387440138292,2,133.91345528290512,8,6,0
1286,9,0.29645203595712916,0.03001147450613571,9.038766418155648,0,43.609300109796614,15,6,0
337,14,0.20892168213928225,0.05659898710871178,99.74375966202845,13,30.098306656463212,9,3,1
1010,6,0.3787943682756858,0.11847647812002628,2.396349824402392,2,137.43843347061832,9,1,0
456,16,0.03939330875672768,0.09216278295634393,3.080370038739265,0,81.48056509099392,18,0,0
157,6,0.1237788748358762,0.09987566800204264,2.8230013001936523,1,81.11726785828412,9,1,0
1158,2,0.12523203954869463,0.05523925072446034,3.5723593483159486,0,143.1323926861952,12,2,0
1559,7,0.061284541647790354,0.07385756675128172,5.1120034397447895,1,52.663020258981945,18,2,0
543,5,0.14728702647650943,0.28334830875145384,11.052711534792335,1,144.7638726424038,12,2,0
834,17,0.10675358769951895,0.01446462007456835,4.293966577933343,0,107.55509335409653,11,0,0
68,16,0.7632636563265205,0.6455643298166264,1.4657553110377888,1,6.260417929858745,7,6,1
41,5,0.6841723605686095,0.7578858030580454,1.7866607037462225,2,25.70292677364247,8,0,1
758,2,0.06293100936431383,0.21469099246633552,1.814083968426561,2,75.98963157904448,21,0,0
940,13,0.11367322264731354,0.11635310748142598,24.863303856685523,1,42.50238186944741,11,4,0
883,12,0.16964574678879574,0.0056732201918754345,1.6619504528167492,0,62.968558518572095,7,4,0
1102,4,0.2690393239221346,0.04300274824497111,12.351620146691925,0,89.89793722002301,19,4,0
971,5,0.03637800276099154,0.27753371548528744,3.232651613440507,1,227.20483799337003,19,2,0
1794,7,0.11246052909506131,0.014090467175368266,1.973368217712514,2,187.06389519370506,12,6,0
565,5,0.0649920798716279,0.14687839863445787,5.118173308596187,0,87.1058614266748,12,5,0
872,12,0.2340842536797298,0.12329966719107643,6.8335860636405865,0,111.11115245913466,12,4,0
1734,18,0.3440774567009809,0.16637127145379663,4.543846396797581,1,111.76973588286154,11,3,0
24,7,0.5457555809214832,0.7713549468855088,0.1563240569264831,1,38.81567739111055,19,2,1
252,11,0.10965248595648738,0.20146609908387447,4.045652934632095,1,54.4306887691848,9,1,0
781,16,0.15647781877159708,0.08255740780673967,4.493802633577327,0,70.62173192530119,21,3,0
464,3,0.37632379269936567,0.3847903954989363,1.0239540839214143,0,166.70272502815192,20,0,0
34,10,0.0891278045137603,0.48235834465737193,21.26357912498415,2,97.42473675893294,14,2,0
1502,14,0.1801772656420406,0.06483204137078552,2.9839569927339333,1,48.43234884123024,8,4,0
891,2,0.061964764853521426,0.1724626682524465,0.19885976515138787,1,215.1641114870261,12,5,0
18,17,0.757777604633791,0.19644351800715476,11.394837951133692,2,0.3099431884141365,23,2,1
983,8,0.16580761214250453,0.129604308003293,12.645917552416718,2,89.57125752534579,20,3,0
164,10,0.48287959591353075,0.9402020527303807,1.061691876150127,1,34.30546978757116,2,2,1
